Sdate,Cosit,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flag Text
17/07/2024,90810,60,2,Eastbound,2,East,6,Checked
17/07/2024,90810,60,1,Westbound,1,West,5,Checked
17/07/2024,90810,60,3,Northbound,2,East,3,Checked
17/07/2024,90810,60,4,Southbound,2,East,1,Checked
17/07/2024,90810,60,2,Eastbound,2,East,5,Checked
17/07/2024,90810,60,1,Westbound,1,West,7,Checked
17/07/2024,90810,60,3,Northbound,2,East,0,Checked
17/07/2024,90810,60,4,Southbound,2,East,0,Checked
17/07/2024,90810,60,2,Eastbound,2,East,1,Checked
17/07/2024,90810,60,1,Westbound,1,West,1,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,0,Checked
18/07/2024,90810,60,1,Westbound,1,West,0,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,0,Checked
18/07/2024,90810,60,1,Westbound,1,West,0,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,0,Checked
18/07/2024,90810,60,1,Westbound,1,West,0,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,1,Checked
18/07/2024,90810,60,1,Westbound,1,West,0,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,2,Checked
18/07/2024,90810,60,1,Westbound,1,West,3,Checked
18/07/2024,90810,60,3,Northbound,2,East,1,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,5,Checked
18/07/2024,90810,60,1,Westbound,1,West,3,Checked
18/07/2024,90810,60,3,Northbound,2,East,2,Checked
18/07/2024,90810,60,4,Southbound,2,East,4,Checked
18/07/2024,90810,60,2,Eastbound,2,East,15,Checked
18/07/2024,90810,60,1,Westbound,1,West,3,Checked
18/07/2024,90810,60,3,Northbound,2,East,3,Checked
18/07/2024,90810,60,4,Southbound,2,East,18,Checked
18/07/2024,90810,60,2,Eastbound,2,East,66,Checked
18/07/2024,90810,60,1,Westbound,1,West,7,Checked
18/07/2024,90810,60,3,Northbound,2,East,11,Checked
18/07/2024,90810,60,4,Southbound,2,East,14,Checked
18/07/2024,90810,60,2,Eastbound,2,East,90,Checked
18/07/2024,90810,60,1,Westbound,1,West,9,Checked
18/07/2024,90810,60,3,Northbound,2,East,6,Checked
18/07/2024,90810,60,4,Southbound,2,East,5,Checked
18/07/2024,90810,60,2,Eastbound,2,East,27,Checked
18/07/2024,90810,60,1,Westbound,1,West,7,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,15,Checked
18/07/2024,90810,60,1,Westbound,1,West,7,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,3,Checked
18/07/2024,90810,60,2,Eastbound,2,East,20,Checked
18/07/2024,90810,60,1,Westbound,1,West,10,Checked
18/07/2024,90810,60,3,Northbound,2,East,2,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,8,Checked
18/07/2024,90810,60,1,Westbound,1,West,12,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,7,Checked
18/07/2024,90810,60,1,Westbound,1,West,14,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,9,Checked
18/07/2024,90810,60,1,Westbound,1,West,7,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,12,Checked
18/07/2024,90810,60,1,Westbound,1,West,15,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,14,Checked
18/07/2024,90810,60,1,Westbound,1,West,41,Checked
18/07/2024,90810,60,3,Northbound,2,East,2,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,16,Checked
18/07/2024,90810,60,1,Westbound,1,West,59,Checked
18/07/2024,90810,60,3,Northbound,2,East,1,Checked
18/07/2024,90810,60,4,Southbound,2,East,4,Checked
18/07/2024,90810,60,2,Eastbound,2,East,8,Checked
18/07/2024,90810,60,1,Westbound,1,West,36,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,3,Checked
18/07/2024,90810,60,2,Eastbound,2,East,11,Checked
18/07/2024,90810,60,1,Westbound,1,West,16,Checked
18/07/2024,90810,60,3,Northbound,2,East,1,Checked
18/07/2024,90810,60,4,Southbound,2,East,2,Checked
18/07/2024,90810,60,2,Eastbound,2,East,6,Checked
18/07/2024,90810,60,1,Westbound,1,West,8,Checked
18/07/2024,90810,60,3,Northbound,2,East,1,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,2,Checked
18/07/2024,90810,60,1,Westbound,1,West,3,Checked
18/07/2024,90810,60,3,Northbound,2,East,2,Checked
18/07/2024,90810,60,4,Southbound,2,East,1,Checked
18/07/2024,90810,60,2,Eastbound,2,East,4,Checked
18/07/2024,90810,60,1,Westbound,1,West,3,Checked
18/07/2024,90810,60,3,Northbound,2,East,0,Checked
18/07/2024,90810,60,4,Southbound,2,East,0,Checked
18/07/2024,90810,60,2,Eastbound,2,East,1,Checked
18/07/2024,90810,60,1,Westbound,1,West,4,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,0,Checked
19/07/2024,90810,60,1,Westbound,1,West,1,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,0,Checked
19/07/2024,90810,60,1,Westbound,1,West,0,Checked
19/07/2024,90810,60,3,Northbound,2,East,1,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,1,Checked
19/07/2024,90810,60,1,Westbound,1,West,2,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,1,Checked
19/07/2024,90810,60,1,Westbound,1,West,1,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,0,Checked
19/07/2024,90810,60,1,Westbound,1,West,0,Checked
19/07/2024,90810,60,3,Northbound,2,East,1,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,9,Checked
19/07/2024,90810,60,1,Westbound,1,West,3,Checked
19/07/2024,90810,60,3,Northbound,2,East,3,Checked
19/07/2024,90810,60,4,Southbound,2,East,5,Checked
19/07/2024,90810,60,2,Eastbound,2,East,13,Checked
19/07/2024,90810,60,1,Westbound,1,West,5,Checked
19/07/2024,90810,60,3,Northbound,2,East,3,Checked
19/07/2024,90810,60,4,Southbound,2,East,10,Checked
19/07/2024,90810,60,2,Eastbound,2,East,49,Checked
19/07/2024,90810,60,1,Westbound,1,West,8,Checked
19/07/2024,90810,60,3,Northbound,2,East,8,Checked
19/07/2024,90810,60,4,Southbound,2,East,10,Checked
19/07/2024,90810,60,2,Eastbound,2,East,50,Checked
19/07/2024,90810,60,1,Westbound,1,West,3,Checked
19/07/2024,90810,60,3,Northbound,2,East,4,Checked
19/07/2024,90810,60,4,Southbound,2,East,2,Checked
19/07/2024,90810,60,2,Eastbound,2,East,12,Checked
19/07/2024,90810,60,1,Westbound,1,West,8,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,2,Checked
19/07/2024,90810,60,2,Eastbound,2,East,18,Checked
19/07/2024,90810,60,1,Westbound,1,West,12,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,3,Checked
19/07/2024,90810,60,2,Eastbound,2,East,12,Checked
19/07/2024,90810,60,1,Westbound,1,West,11,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,3,Checked
19/07/2024,90810,60,2,Eastbound,2,East,7,Checked
19/07/2024,90810,60,1,Westbound,1,West,9,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,16,Checked
19/07/2024,90810,60,1,Westbound,1,West,17,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,10,Checked
19/07/2024,90810,60,1,Westbound,1,West,17,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,18,Checked
19/07/2024,90810,60,1,Westbound,1,West,18,Checked
19/07/2024,90810,60,3,Northbound,2,East,0,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,13,Checked
19/07/2024,90810,60,1,Westbound,1,West,32,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,2,Checked
19/07/2024,90810,60,2,Eastbound,2,East,14,Checked
19/07/2024,90810,60,1,Westbound,1,West,28,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,1,Checked
19/07/2024,90810,60,2,Eastbound,2,East,8,Checked
19/07/2024,90810,60,1,Westbound,1,West,18,Checked
19/07/2024,90810,60,3,Northbound,2,East,3,Checked
19/07/2024,90810,60,4,Southbound,2,East,3,Checked
19/07/2024,90810,60,2,Eastbound,2,East,11,Checked
19/07/2024,90810,60,1,Westbound,1,West,11,Checked
19/07/2024,90810,60,3,Northbound,2,East,1,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,10,Checked
19/07/2024,90810,60,1,Westbound,1,West,8,Checked
19/07/2024,90810,60,3,Northbound,2,East,1,Checked
19/07/2024,90810,60,4,Southbound,2,East,2,Checked
19/07/2024,90810,60,2,Eastbound,2,East,4,Checked
19/07/2024,90810,60,1,Westbound,1,West,5,Checked
19/07/2024,90810,60,3,Northbound,2,East,2,Checked
19/07/2024,90810,60,4,Southbound,2,East,0,Checked
19/07/2024,90810,60,2,Eastbound,2,East,5,Checked
19/07/2024,90810,60,1,Westbound,1,West,7,Checked
19/07/2024,90810,60,3,Northbound,2,East,1,Checked
19/07/2024,90810,60,4,Southbound,2,East,1,Checked
19/07/2024,90810,60,2,Eastbound,2,East,2,Checked
19/07/2024,90810,60,1,Westbound,1,West,4,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,1,Checked
20/07/2024,90810,60,1,Westbound,1,West,1,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,0,Checked
20/07/2024,90810,60,1,Westbound,1,West,2,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,0,Checked
20/07/2024,90810,60,1,Westbound,1,West,0,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,1,Checked
20/07/2024,90810,60,1,Westbound,1,West,0,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,0,Checked
20/07/2024,90810,60,1,Westbound,1,West,0,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,4,Checked
20/07/2024,90810,60,1,Westbound,1,West,4,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,2,Checked
20/07/2024,90810,60,2,Eastbound,2,East,4,Checked
20/07/2024,90810,60,1,Westbound,1,West,3,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,2,Checked
20/07/2024,90810,60,2,Eastbound,2,East,6,Checked
20/07/2024,90810,60,1,Westbound,1,West,5,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,8,Checked
20/07/2024,90810,60,1,Westbound,1,West,9,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,4,Checked
20/07/2024,90810,60,2,Eastbound,2,East,14,Checked
20/07/2024,90810,60,1,Westbound,1,West,3,Checked
20/07/2024,90810,60,3,Northbound,2,East,4,Checked
20/07/2024,90810,60,4,Southbound,2,East,2,Checked
20/07/2024,90810,60,2,Eastbound,2,East,14,Checked
20/07/2024,90810,60,1,Westbound,1,West,14,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,4,Checked
20/07/2024,90810,60,2,Eastbound,2,East,17,Checked
20/07/2024,90810,60,1,Westbound,1,West,14,Checked
20/07/2024,90810,60,3,Northbound,2,East,4,Checked
20/07/2024,90810,60,4,Southbound,2,East,3,Checked
20/07/2024,90810,60,2,Eastbound,2,East,10,Checked
20/07/2024,90810,60,1,Westbound,1,West,10,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,1,Checked
20/07/2024,90810,60,2,Eastbound,2,East,22,Checked
20/07/2024,90810,60,1,Westbound,1,West,23,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,3,Checked
20/07/2024,90810,60,2,Eastbound,2,East,13,Checked
20/07/2024,90810,60,1,Westbound,1,West,13,Checked
20/07/2024,90810,60,3,Northbound,2,East,3,Checked
20/07/2024,90810,60,4,Southbound,2,East,2,Checked
20/07/2024,90810,60,2,Eastbound,2,East,16,Checked
20/07/2024,90810,60,1,Westbound,1,West,22,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,1,Checked
20/07/2024,90810,60,2,Eastbound,2,East,14,Checked
20/07/2024,90810,60,1,Westbound,1,West,12,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,1,Checked
20/07/2024,90810,60,2,Eastbound,2,East,11,Checked
20/07/2024,90810,60,1,Westbound,1,West,9,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,2,Checked
20/07/2024,90810,60,2,Eastbound,2,East,8,Checked
20/07/2024,90810,60,1,Westbound,1,West,9,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,2,Checked
20/07/2024,90810,60,1,Westbound,1,West,8,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,2,Checked
20/07/2024,90810,60,1,Westbound,1,West,4,Checked
20/07/2024,90810,60,3,Northbound,2,East,2,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,3,Checked
20/07/2024,90810,60,1,Westbound,1,West,2,Checked
20/07/2024,90810,60,3,Northbound,2,East,0,Checked
20/07/2024,90810,60,4,Southbound,2,East,4,Checked
20/07/2024,90810,60,2,Eastbound,2,East,6,Checked
20/07/2024,90810,60,1,Westbound,1,West,0,Checked
20/07/2024,90810,60,3,Northbound,2,East,1,Checked
20/07/2024,90810,60,4,Southbound,2,East,0,Checked
20/07/2024,90810,60,2,Eastbound,2,East,2,Checked
20/07/2024,90810,60,1,Westbound,1,West,1,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,1,Checked
21/07/2024,90810,60,1,Westbound,1,West,0,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,1,Checked
21/07/2024,90810,60,1,Westbound,1,West,0,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,1,Checked
21/07/2024,90810,60,1,Westbound,1,West,1,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,0,Checked
21/07/2024,90810,60,1,Westbound,1,West,0,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,0,Checked
21/07/2024,90810,60,1,Westbound,1,West,1,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,0,Checked
21/07/2024,90810,60,1,Westbound,1,West,0,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,4,Checked
21/07/2024,90810,60,1,Westbound,1,West,3,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,3,Checked
21/07/2024,90810,60,2,Eastbound,2,East,8,Checked
21/07/2024,90810,60,1,Westbound,1,West,5,Checked
21/07/2024,90810,60,3,Northbound,2,East,4,Checked
21/07/2024,90810,60,4,Southbound,2,East,3,Checked
21/07/2024,90810,60,2,Eastbound,2,East,10,Checked
21/07/2024,90810,60,1,Westbound,1,West,6,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,4,Checked
21/07/2024,90810,60,2,Eastbound,2,East,14,Checked
21/07/2024,90810,60,1,Westbound,1,West,11,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,4,Checked
21/07/2024,90810,60,2,Eastbound,2,East,28,Checked
21/07/2024,90810,60,1,Westbound,1,West,13,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,4,Checked
21/07/2024,90810,60,2,Eastbound,2,East,18,Checked
21/07/2024,90810,60,1,Westbound,1,West,14,Checked
21/07/2024,90810,60,3,Northbound,2,East,5,Checked
21/07/2024,90810,60,4,Southbound,2,East,2,Checked
21/07/2024,90810,60,2,Eastbound,2,East,17,Checked
21/07/2024,90810,60,1,Westbound,1,West,14,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,5,Checked
21/07/2024,90810,60,2,Eastbound,2,East,24,Checked
21/07/2024,90810,60,1,Westbound,1,West,12,Checked
21/07/2024,90810,60,3,Northbound,2,East,5,Checked
21/07/2024,90810,60,4,Southbound,2,East,4,Checked
21/07/2024,90810,60,2,Eastbound,2,East,15,Checked
21/07/2024,90810,60,1,Westbound,1,West,15,Checked
21/07/2024,90810,60,3,Northbound,2,East,9,Checked
21/07/2024,90810,60,4,Southbound,2,East,7,Checked
21/07/2024,90810,60,2,Eastbound,2,East,17,Checked
21/07/2024,90810,60,1,Westbound,1,West,23,Checked
21/07/2024,90810,60,3,Northbound,2,East,4,Checked
21/07/2024,90810,60,4,Southbound,2,East,1,Checked
21/07/2024,90810,60,2,Eastbound,2,East,22,Checked
21/07/2024,90810,60,1,Westbound,1,West,13,Checked
21/07/2024,90810,60,3,Northbound,2,East,1,Checked
21/07/2024,90810,60,4,Southbound,2,East,2,Checked
21/07/2024,90810,60,2,Eastbound,2,East,17,Checked
21/07/2024,90810,60,1,Westbound,1,West,12,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,3,Checked
21/07/2024,90810,60,2,Eastbound,2,East,4,Checked
21/07/2024,90810,60,1,Westbound,1,West,8,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,1,Checked
21/07/2024,90810,60,2,Eastbound,2,East,5,Checked
21/07/2024,90810,60,1,Westbound,1,West,5,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,1,Checked
21/07/2024,90810,60,2,Eastbound,2,East,9,Checked
21/07/2024,90810,60,1,Westbound,1,West,6,Checked
21/07/2024,90810,60,3,Northbound,2,East,2,Checked
21/07/2024,90810,60,4,Southbound,2,East,2,Checked
21/07/2024,90810,60,2,Eastbound,2,East,4,Checked
21/07/2024,90810,60,1,Westbound,1,West,3,Checked
21/07/2024,90810,60,3,Northbound,2,East,0,Checked
21/07/2024,90810,60,4,Southbound,2,East,1,Checked
21/07/2024,90810,60,2,Eastbound,2,East,1,Checked
21/07/2024,90810,60,1,Westbound,1,West,1,Checked
21/07/2024,90810,60,3,Northbound,2,East,1,Checked
21/07/2024,90810,60,4,Southbound,2,East,0,Checked
21/07/2024,90810,60,2,Eastbound,2,East,1,Checked
21/07/2024,90810,60,1,Westbound,1,West,1,Checked
22/07/2024,90810,60,3,Northbound,2,East,0,Checked
22/07/2024,90810,60,4,Southbound,2,East,0,Checked
22/07/2024,90810,60,2,Eastbound,2,East,0,Checked
22/07/2024,90810,60,1,Westbound,1,West,4,Checked
22/07/2024,90810,60,3,Northbound,2,East,1,Checked
22/07/2024,90810,60,4,Southbound,2,East,0,Checked
22/07/2024,90810,60,2,Eastbound,2,East,0,Checked
22/07/2024,90810,60,1,Westbound,1,West,0,Checked
22/07/2024,90810,60,3,Northbound,2,East,0,Checked
22/07/2024,90810,60,4,Southbound,2,East,0,Checked
22/07/2024,90810,60,2,Eastbound,2,East,0,Checked
22/07/2024,90810,60,1,Westbound,1,West,0,Checked
22/07/2024,90810,60,3,Northbound,2,East,0,Checked
22/07/2024,90810,60,4,Southbound,2,East,0,Checked
22/07/2024,90810,60,2,Eastbound,2,East,0,Checked
22/07/2024,90810,60,1,Westbound,1,West,1,Checked
22/07/2024,90810,60,3,Northbound,2,East,0,Checked
22/07/2024,90810,60,4,Southbound,2,East,0,Checked
22/07/2024,90810,60,2,Eastbound,2,East,0,Checked
22/07/2024,90810,60,1,Westbound,1,West,0,Checked
22/07/2024,90810,60,3,Northbound,2,East,1,Checked
22/07/2024,90810,60,4,Southbound,2,East,1,Checked
22/07/2024,90810,60,2,Eastbound,2,East,11,Checked
22/07/2024,90810,60,1,Westbound,1,West,0,Checked
22/07/2024,90810,60,3,Northbound,2,East,3,Checked
22/07/2024,90810,60,4,Southbound,2,East,5,Checked
22/07/2024,90810,60,2,Eastbound,2,East,15,Checked
22/07/2024,90810,60,1,Westbound,1,West,7,Checked
22/07/2024,90810,60,3,Northbound,2,East,9,Checked
22/07/2024,90810,60,4,Southbound,2,East,15,Checked
22/07/2024,90810,60,2,Eastbound,2,East,57,Checked
22/07/2024,90810,60,1,Westbound,1,West,5,Checked
22/07/2024,90810,60,3,Northbound,2,East,6,Checked
22/07/2024,90810,60,4,Southbound,2,East,12,Checked
22/07/2024,90810,60,2,Eastbound,2,East,71,Checked
22/07/2024,90810,60,1,Westbound,1,West,5,Checked
22/07/2024,90810,60,3,Northbound,2,East,5,Checked
22/07/2024,90810,60,4,Southbound,2,East,2,Checked
22/07/2024,90810,60,2,Eastbound,2,East,20,Checked
22/07/2024,90810,60,1,Westbound,1,West,3,Checked
22/07/2024,90810,60,3,Northbound,2,East,1,Checked
22/07/2024,90810,60,4,Southbound,2,East,3,Checked
22/07/2024,90810,60,2,Eastbound,2,East,13,Checked
22/07/2024,90810,60,1,Westbound,1,West,2,Checked
22/07/2024,90810,60,3,Northbound,2,East,2,Checked
22/07/2024,90810,60,4,Southbound,2,East,1,Checked
22/07/2024,90810,60,2,Eastbound,2,East,9,Checked
22/07/2024,90810,60,1,Westbound,1,West,8,Checked
22/07/2024,90810,60,3,Northbound,2,East,4,Checked
22/07/2024,90810,60,4,Southbound,2,East,4,Checked
22/07/2024,90810,60,2,Eastbound,2,East,16,Checked
22/07/2024,90810,60,1,Westbound,1,West,14,Checked
22/07/2024,90810,60,3,Northbound,2,East,8,Checked
22/07/2024,90810,60,4,Southbound,2,East,4,Checked
22/07/2024,90810,60,2,Eastbound,2,East,11,Checked
22/07/2024,90810,60,1,Westbound,1,West,10,Checked
22/07/2024,90810,60,3,Northbound,2,East,1,Checked
22/07/2024,90810,60,4,Southbound,2,East,2,Checked
22/07/2024,90810,60,2,Eastbound,2,East,12,Checked
22/07/2024,90810,60,1,Westbound,1,West,10,Checked
22/07/2024,90810,60,3,Northbound,2,East,3,Checked
22/07/2024,90810,60,4,Southbound,2,East,4,Checked
22/07/2024,90810,60,2,Eastbound,2,East,15,Checked
22/07/2024,90810,60,1,Westbound,1,West,15,Checked
22/07/2024,90810,60,3,Northbound,2,East,14,Checked
22/07/2024,90810,60,4,Southbound,2,East,11,Checked
22/07/2024,90810,60,2,Eastbound,2,East,8,Checked
22/07/2024,90810,60,1,Westbound,1,West,46,Checked
22/07/2024,90810,60,3,Northbound,2,East,15,Checked
22/07/2024,90810,60,4,Southbound,2,East,4,Checked
22/07/2024,90810,60,2,Eastbound,2,East,16,Checked
22/07/2024,90810,60,1,Westbound,1,West,52,Checked
22/07/2024,90810,60,3,Northbound,2,East,6,Checked
22/07/2024,90810,60,4,Southbound,2,East,2,Checked
22/07/2024,90810,60,2,Eastbound,2,East,15,Checked
22/07/2024,90810,60,1,Westbound,1,West,31,Checked
22/07/2024,90810,60,3,Northbound,2,East,0,Checked
22/07/2024,90810,60,4,Southbound,2,East,3,Checked
22/07/2024,90810,60,2,Eastbound,2,East,17,Checked
22/07/2024,90810,60,1,Westbound,1,West,6,Checked
22/07/2024,90810,60,3,Northbound,2,East,2,Checked
22/07/2024,90810,60,4,Southbound,2,East,3,Checked
